0, 1713963283808781, 1713963283808808, 27
1, 1713963283834434, 1713963283834451, 17
2, 1713963283852405, 1713963283852420, 15
3, 1713963283870585, 1713963283870604, 19
4, 1713963283889009, 1713963283889028, 19
5, 1713963283907667, 1713963283907686, 19
6, 1713963283928321, 1713963283928336, 15
7, 1713963283949596, 1713963283949619, 23
8, 1713963283967630, 1713963283967645, 15
9, 1713963283985900, 1713963283985915, 15
10, 1713963284004369, 1713963284004384, 15
11, 1713963284026221, 1713963284026239, 18
12, 1713963284044440, 1713963284044458, 18
13, 1713963284062895, 1713963284062913, 18
14, 1713963284084296, 1713963284084317, 21
15, 1713963284102581, 1713963284102599, 18
16, 1713963284124161, 1713963284124176, 15
17, 1713963284142142, 1713963284142156, 14
18, 1713963284160358, 1713963284160373, 15
19, 1713963284178774, 1713963284178789, 15
20, 1713963284200538, 1713963284200555, 17
21, 1713963284220686, 1713963284220706, 20
22, 1713963284238537, 1713963284238554, 17
23, 1713963284256620, 1713963284256638, 18
24, 1713963284274918, 1713963284274939, 21
25, 1713963284293465, 1713963284293481, 16
26, 1713963284315367, 1713963284315385, 18
27, 1713963284336546, 1713963284336564, 18
28, 1713963284354458, 1713963284354476, 18
29, 1713963284372628, 1713963284372655, 27
30, 1713963284391048, 1713963284391064, 16
31, 1713963284412773, 1713963284412791, 18
32, 1713963284430905, 1713963284430925, 20
33, 1713963284449268, 1713963284449283, 15
34, 1713963284470616, 1713963284470632, 16
35, 1713963284488916, 1713963284488932, 16
36, 1713963284510532, 1713963284510550, 18
37, 1713963284528527, 1713963284528542, 15
38, 1713963284546782, 1713963284546800, 18
39, 1713963284565268, 1713963284565283, 15
40, 1713963284587077, 1713963284587095, 18
41, 1713963284608559, 1713963284608574, 15
42, 1713963284626419, 1713963284626437, 18
43, 1713963284644537, 1713963284644552, 15
44, 1713963284662886, 1713963284662900, 14
45, 1713963284681466, 1713963284681481, 15
46, 1713963284703327, 1713963284703345, 18
47, 1713963284724527, 1713963284724543, 16
48, 1713963284741429, 1713963284741446, 17
49, 1713963284759643, 1713963284759717, 74
50, 1713963284775784, 1713963284775799, 15
51, 1713963284797523, 1713963284797541, 18
52, 1713963284815767, 1713963284815782, 15
53, 1713963284834256, 1713963284834274, 18
54, 1713963284855881, 1713963284855897, 16
55, 1713963284874250, 1713963284874268, 18
56, 1713963285039460, 1713963285039480, 20
57, 1713963285070999, 1713963285071015, 16
58, 1713963285102390, 1713963285102408, 18
59, 1713963285134181, 1713963285134196, 15
60, 1713963285166252, 1713963285166269, 17
61, 1713963285203934, 1713963285203952, 18
62, 1713963285235145, 1713963285235161, 16
63, 1713963285266105, 1713963285266122, 17
64, 1713963285297303, 1713963285297323, 20
65, 1713963285328805, 1713963285328823, 18
66, 1713963285363119, 1713963285363135, 16
67, 1713963285397289, 1713963285397306, 17
68, 1713963285428166, 1713963285428183, 17
69, 1713963285459676, 1713963285459691, 15
70, 1713963285491359, 1713963285491374, 15
71, 1713963285525971, 1713963285525989, 18
72, 1713963285557310, 1713963285557327, 17
73, 1713963285588975, 1713963285588992, 17
74, 1713963285623781, 1713963285623798, 17
75, 1713963285655411, 1713963285655426, 15
76, 1713963285690038, 1713963285690056, 18
77, 1713963285721524, 1713963285721545, 21
78, 1713963285753276, 1713963285753294, 18
79, 1713963285785261, 1713963285785279, 18
80, 1713963285817495, 1713963285817513, 18
81, 1713963285855468, 1713963285855489, 21
82, 1713963285887055, 1713963285887073, 18
83, 1713963285918927, 1713963285918942, 15
84, 1713963285950730, 1713963285950745, 15
85, 1713963285982985, 1713963285983003, 18
86, 1713963286018339, 1713963286018354, 15
87, 1713963286053991, 1713963286054006, 15
88, 1713963286085673, 1713963286085691, 18
89, 1713963286117612, 1713963286117629, 17
90, 1713963286149720, 1713963286149736, 16
91, 1713963286190260, 1713963286190281, 21
92, 1713963286222158, 1713963286222177, 19
93, 1713963286254267, 1713963286254282, 15
94, 1713963286293429, 1713963286293447, 18
95, 1713963286310644, 1713963286310662, 18
96, 1713963286336548, 1713963286336562, 14
97, 1713963286359004, 1713963286359024, 20
98, 1713963286375168, 1713963286375187, 19
99, 1713963286396883, 1713963286396902, 19
100, 1713963286414551, 1713963286414569, 18
101, 1713963286435358, 1713963286435396, 38
102, 1713963286453540, 1713963286453557, 17
103, 1713963286471332, 1713963286471348, 16
104, 1713963286489403, 1713963286489417, 14
105, 1713963286512337, 1713963286512356, 19
106, 1713963286534123, 1713963286534141, 18
107, 1713963286552369, 1713963286552386, 17
108, 1713963286569470, 1713963286569484, 14
109, 1713963286586669, 1713963286586683, 14
110, 1713963286604011, 1713963286604134, 123
111, 1713963286619170, 1713963286619190, 20
112, 1713963286639722, 1713963286639783, 61
113, 1713963286658059, 1713963286658177, 118
114, 1713963286679298, 1713963286679401, 103
115, 1713963286697425, 1713963286697539, 114
116, 1713963286712502, 1713963286712522, 20
117, 1713963286732109, 1713963286732128, 19
118, 1713963286749714, 1713963286749732, 18
119, 1713963286768002, 1713963286768016, 14
120, 1713963286785948, 1713963286785965, 17
121, 1713963286806773, 1713963286806787, 14
122, 1713963286826574, 1713963286826592, 18
123, 1713963286845686, 1713963286845704, 18
124, 1713963286863338, 1713963286863357, 19
125, 1713963286881675, 1713963286881689, 14
126, 1713963286899645, 1713963286899661, 16
127, 1713963286922933, 1713963286922952, 19
128, 1713963286941476, 1713963286941490, 14
129, 1713963286963782, 1713963286963802, 20
130, 1713963286979738, 1713963286979757, 19
131, 1713963286997498, 1713963286997516, 18
132, 1713963287017538, 1713963287017557, 19
133, 1713963287036443, 1713963287036461, 18
134, 1713963287054328, 1713963287054342, 14
135, 1713963287074796, 1713963287074810, 14
136, 1713963287090789, 1713963287090809, 20
137, 1713963287111230, 1713963287111249, 19
138, 1713963287130400, 1713963287130419, 19
139, 1713963287148090, 1713963287148104, 14
140, 1713963287165935, 1713963287165949, 14
141, 1713963287183943, 1713963287183959, 16
142, 1713963287207132, 1713963287207154, 22
143, 1713963287225721, 1713963287225736, 15
144, 1713963287248076, 1713963287248095, 19
145, 1713963287272545, 1713963287272565, 20
146, 1713963287288769, 1713963287288788, 19
147, 1713963287306290, 1713963287306308, 18
148, 1713963287332233, 1713963287332252, 19
149, 1713963287350501, 1713963287350643, 142
150, 1713963287367007, 1713963287367024, 17
151, 1713963287383098, 1713963287383116, 18
152, 1713963287397935, 1713963287398002, 67
153, 1713963287415360, 1713963287416393, 1033
154, 1713963287433570, 1713963287433589, 19
155, 1713963287450790, 1713963287450809, 19
156, 1713963287469155, 1713963287469794, 639
157, 1713963287484162, 1713963287484178, 16
158, 1713963287503801, 1713963287503818, 17
159, 1713963287519932, 1713963287519951, 19
160, 1713963287535797, 1713963287535817, 20
161, 1713963287552903, 1713963287552921, 18
162, 1713963287570065, 1713963287570138, 73
163, 1713963287585054, 1713963287585120, 66
164, 1713963287602675, 1713963287602975, 300
165, 1713963287628059, 1713963287628187, 128
166, 1713963287646584, 1713963287647268, 684
167, 1713963287668018, 1713963287668179, 161
168, 1713963287686227, 1713963287686939, 712
169, 1713963287704597, 1713963287705338, 741
170, 1713963287726012, 1713963287726639, 627
171, 1713963287744231, 1713963287745388, 1157
172, 1713963287762612, 1713963287763007, 395
173, 1713963287784305, 1713963287785428, 1123
174, 1713963287799031, 1713963287799093, 62
175, 1713963287819572, 1713963287820103, 531
176, 1713963287837073, 1713963287838157, 1084
177, 1713963287851820, 1713963287851882, 62
178, 1713963287869118, 1713963287869745, 627
179, 1713963287887583, 1713963287887961, 378
180, 1713963287906238, 1713963287906942, 704
181, 1713963287930656, 1713963287930767, 111
182, 1713963287948618, 1713963287949260, 642
183, 1713963287965133, 1713963287965151, 18
184, 1713963287983465, 1713963287983666, 201
185, 1713963288001376, 1713963288002118, 742
186, 1713963288026388, 1713963288027145, 757
187, 1713963288044609, 1713963288046777, 2168
188, 1713963288065027, 1713963288065044, 17
189, 1713963288082183, 1713963288082314, 131
190, 1713963288100580, 1713963288101257, 677
191, 1713963288117821, 1713963288120487, 2666
192, 1713963288132665, 1713963288132684, 19
193, 1713963288150068, 1713963288150087, 19
194, 1713963288170368, 1713963288170490, 122
195, 1713963288187506, 1713963288188241, 735
196, 1713963288202460, 1713963288202480, 20
197, 1713963288221955, 1713963288221971, 16
198, 1713963288240038, 1713963288240053, 15
199, 1713963288257340, 1713963288257360, 20
