0, 1713964706463181, 1713964706463344, 163
1, 1713964706483566, 1713964706483676, 110
2, 1713964706498031, 1713964706498100, 69
3, 1713964706512398, 1713964706512466, 68
4, 1713964706526791, 1713964706526858, 67
5, 1713964706541266, 1713964706541332, 66
6, 1713964706555813, 1713964706555880, 67
7, 1713964706570426, 1713964706570490, 64
8, 1713964706585043, 1713964706585107, 64
9, 1713964706599725, 1713964706599791, 66
10, 1713964706617502, 1713964706617567, 65
11, 1713964706631860, 1713964706631926, 66
12, 1713964706646596, 1713964706646662, 66
13, 1713964706661274, 1713964706661339, 65
14, 1713964706676011, 1713964706676075, 64
15, 1713964706690747, 1713964706690812, 65
16, 1713964706705551, 1713964706705617, 66
17, 1713964706720384, 1713964706720449, 65
18, 1713964706735263, 1713964706735328, 65
19, 1713964706750154, 1713964706750218, 64
20, 1713964706768168, 1713964706768232, 64
21, 1713964706782789, 1713964706782853, 64
22, 1713964706797422, 1713964706797486, 64
23, 1713964706812122, 1713964706812186, 64
24, 1713964706826828, 1713964706826892, 64
25, 1713964706841594, 1713964706841659, 65
26, 1713964706856380, 1713964706856444, 64
27, 1713964706871216, 1713964706871280, 64
28, 1713964706886062, 1713964706886125, 63
29, 1713964706900947, 1713964706901011, 64
30, 1713964706918981, 1713964706919045, 64
31, 1713964706933566, 1713964706933631, 65
32, 1713964706948243, 1713964706948308, 65
33, 1713964706962904, 1713964706962968, 64
34, 1713964706977629, 1713964706977693, 64
35, 1713964706992383, 1713964706992447, 64
36, 1713964707007183, 1713964707007247, 64
37, 1713964707021993, 1713964707022058, 65
38, 1713964707036839, 1713964707036903, 64
39, 1713964707051419, 1713964707051482, 63
40, 1713964707069089, 1713964707069153, 64
41, 1713964707083373, 1713964707083437, 64
42, 1713964707097666, 1713964707097729, 63
43, 1713964707112037, 1713964707112101, 64
44, 1713964707126403, 1713964707126466, 63
45, 1713964707140833, 1713964707140897, 64
46, 1713964707155277, 1713964707155340, 63
47, 1713964707169755, 1713964707169820, 65
48, 1713964707184321, 1713964707184384, 63
49, 1713964707198876, 1713964707198974, 98
50, 1713964707216648, 1713964707216714, 66
51, 1713964707230909, 1713964707230973, 64
52, 1713964707245236, 1713964707245300, 64
53, 1713964707259572, 1713964707259636, 64
54, 1713964707273980, 1713964707274045, 65
55, 1713964707288397, 1713964707288460, 63
56, 1713964707302847, 1713964707302911, 64
57, 1713964707317358, 1713964707317422, 64
58, 1713964707331878, 1713964707331942, 64
59, 1713964707346462, 1713964707346526, 64
60, 1713964707364163, 1713964707364227, 64
61, 1713964707378444, 1713964707378507, 63
62, 1713964707392738, 1713964707392802, 64
63, 1713964707407094, 1713964707407157, 63
64, 1713964707421462, 1713964707421526, 64
65, 1713964707435877, 1713964707435941, 64
66, 1713964707450350, 1713964707450414, 64
67, 1713964707464836, 1713964707464900, 64
68, 1713964707479389, 1713964707479453, 64
69, 1713964707493962, 1713964707494026, 64
70, 1713964707511687, 1713964707511752, 65
71, 1713964707525964, 1713964707526028, 64
72, 1713964707540306, 1713964707540370, 64
73, 1713964707554656, 1713964707554722, 66
74, 1713964707569055, 1713964707569120, 65
75, 1713964707583511, 1713964707583575, 64
76, 1713964707597973, 1713964707598036, 63
77, 1713964707612501, 1713964707612565, 64
78, 1713964707627038, 1713964707627103, 65
79, 1713964707641639, 1713964707641703, 64
80, 1713964707659349, 1713964707659412, 63
81, 1713964707673653, 1713964707673717, 64
82, 1713964707687994, 1713964707688058, 64
83, 1713964707702676, 1713964707702740, 64
84, 1713964707717424, 1713964707717488, 64
85, 1713964707732183, 1713964707732247, 64
86, 1713964707747005, 1713964707747069, 64
87, 1713964707761836, 1713964707761912, 76
88, 1713964707776745, 1713964707776810, 65
89, 1713964707791650, 1713964707791714, 64
90, 1713964707809698, 1713964707809761, 63
91, 1713964707824323, 1713964707824387, 64
92, 1713964707838966, 1713964707839030, 64
93, 1713964707853675, 1713964707853739, 64
94, 1713964707870674, 1713964707870739, 65
95, 1713964707885392, 1713964707885456, 64
96, 1713964707903515, 1713964707903580, 65
97, 1713964707919161, 1713964707919224, 63
98, 1713964707937883, 1713964707937947, 64
99, 1713964707953227, 1713964707953291, 64
100, 1713964707968582, 1713964707968647, 65
101, 1713964707984063, 1713964707984150, 87
102, 1713964707999615, 1713964707999679, 64
103, 1713964708015183, 1713964708015246, 63
104, 1713964708030786, 1713964708030850, 64
105, 1713964708046396, 1713964708046461, 65
106, 1713964708062079, 1713964708062143, 64
107, 1713964708077770, 1713964708077834, 64
108, 1713964708096552, 1713964708096616, 64
109, 1713964708111851, 1713964708111915, 64
110, 1713964708127212, 1713964708127276, 64
111, 1713964708142579, 1713964708142644, 65
112, 1713964708158013, 1713964708158077, 64
113, 1713964708173488, 1713964708173553, 65
114, 1713964708188977, 1713964708189041, 64
115, 1713964708204531, 1713964708204595, 64
116, 1713964708220090, 1713964708220154, 64
117, 1713964708235714, 1713964708235779, 65
118, 1713964708254429, 1713964708254493, 64
119, 1713964708269756, 1713964708269822, 66
120, 1713964708285103, 1713964708285166, 63
121, 1713964708300496, 1713964708300561, 65
122, 1713964708315940, 1713964708316005, 65
123, 1713964708331378, 1713964708331441, 63
124, 1713964708346882, 1713964708346946, 64
125, 1713964708362405, 1713964708362468, 63
126, 1713964708377983, 1713964708378047, 64
127, 1713964708393570, 1713964708393633, 63
128, 1713964708412322, 1713964708412386, 64
129, 1713964708427613, 1713964708427680, 67
130, 1713964708442973, 1713964708443037, 64
131, 1713964708458365, 1713964708458429, 64
132, 1713964708473765, 1713964708473829, 64
